obsECIx,obsECIy,obsECIz,jdHistory,obsRelx,obsRely,obsRelz,sunPosIx,sunPosIy,sunPosz
-5305626.312531873,87442.69426975749,3538829.580208302,2458536.215975014,28442752.77214625,-25204536.30737831,3564975.948859906,131251168606.0024,-62640354453.59321,-27154571524.96242
-5305657.867370254,85505.87702227547,3538829.598917668,2458536.216032884,28451936.80819731,-25194172.46538337,3564986.805346544,131251239763.118,-62640232764.48634,-27154518770.20312
-5305688.716282086,83569.03282214329,3538829.616333502,2458536.216090755,28461117.06563475,-25183805.29205289,3564997.657064787,131251310920.6752,-62640111074.33157,-27154466014.98962
-5305718.85900666,81632.17750303517,3538829.632455647,2458536.216148625,28470293.54349585,-25173434.77318778,3565008.504013037,131251382078.1024,-62639989384.10634,-27154413259.74564
-5305748.295306078,79695.3268989888,3538829.64728399,2458536.216206495,28479466.24079549,-25163060.89458923,3565019.346189744,131251453234.8163,-62639867694.80868,-27154360504.90386
-5305777.025649887,77758.45011446183,3538829.660818764,2458536.216264366,28488635.15584203,-25152683.68878809,3565030.183593701,131251524391.9736,-62639746004.45969,-27154307749.60638
-5305805.049794696,75821.56298340973,3538829.673059843,2458536.216322236,28497800.28765704,-25142303.14158655,3565041.016223346,131251595548.9943,-62639624314.05213,-27154254994.28357
-5305832.367736785,73884.66576331481,3538829.684007227,2458536.216380107,28506961.63502297,-25131919.25436378,3565051.844077242,131251666705.8868,-62639502623.57066,-27154202238.92879
-5305858.979261868,71947.77424989338,3538829.693660842,2458536.216437977,28516119.19693387,-25121532.01296055,3565062.667153876,131251737862.067,-62639380934.01498,-27154149483.97544
-5305884.884793374,70010.85762425489,3538829.702020841,2458536.216495847,28525272.97174643,-25111141.44983306,3565073.485451966,131251809018.6908,-62639259243.40809,-27154096728.56644
-5305910.084111543,68073.93168204091,3538829.709087141,2458536.216553718,28534422.95846061,-25100747.55082408,3565084.298969993,131251880175.1756,-62639137552.74606,-27154043973.13361
-5305934.57701889,66137.01225783955,3538829.714859698,2458536.216611588,28543569.15605569,-25090350.30173653,3565095.107706477,131251951330.96,-62639015862.98926,-27153991218.09328
-5305958.363906112,64200.06845501438,3538829.719338606,2458536.216669458,28552711.56292267,-25079949.73510595,3565105.911660078,131252022487.182,-62638894172.19135,-27153938462.60168
-5305981.444570228,62263.11610808666,3538829.722523813,2458536.216727329,28561850.17804701,-25069545.83673692,3565116.710829309,131252093643.2701,-62638772481.32983,-27153885707.08259
-5306003.818831072,60326.1710518545,3538829.724415306,2458536.216785199,28570985.00039195,-25059138.59243418,3565127.505212724,131252164798.6536,-62638650791.38054,-27153832951.95903
-5306025.487045545,58389.20238927123,3538829.725013117,2458536.21684307,28580116.02838425,-25048728.03473476,3565138.294808918,131252235954.4719,-62638529100.39516,-27153780196.38638
-5306046.449027992,56452.22595507069,3538829.724317226,2458536.21690094,28589243.26099384,-25038314.14944435,3565149.07961644,131252307110.1602,-62638407409.33943,-27153727440.7833
-5306066.704615566,54515.25758423796,3538829.722327653,2458536.21695881,28598366.69716842,-25027896.92236885,3565159.85963388,131252378265.1421,-62638285719.19915,-27153674685.57716
-5306086.254131755,52578.26634070231,3538829.719044368,2458536.217016681,28607486.33536997,-25017476.38608564,3565170.634859771,131252449420.5626,-62638164028.01604,-27153621929.91901
-5306105.097407441,50641.26813669782,3538829.714467381,2458536.217074551,28616602.17455367,-25007052.52632424,3565181.405292694,131252520575.8443,-62638042336.77801,-27153569174.23712
-5306123.23429714,48704.27880737744,3538829.708596746,2458536.217132421,28625714.21365166,-24996625.32889169,3565192.17093127,131252591730.4263,-62637920646.44353,-27153516418.94701
-5306140.665090883,46767.2673776818,3538829.701432366,2458536.217190292,28634822.45116116,-24986194.8264057,3565202.931773974,131252662885.4441,-62637798955.07127,-27153463663.20707
-5306157.389637617,44830.2496827126,3538829.692974288,2458536.217248162,28643926.88602109,-24975761.00467424,3565213.68781942,131252734040.3347,-62637677263.62341,-27153410907.43443
-5306173.407808149,42893.24167373637,3538829.683222594,2458536.217306032,28653027.5171491,-24965323.84938956,3565224.439066262,131252805194.5122,-62637555573.1031,-27153358152.06396
-5306188.719858984,40956.21233673603,3538829.672177132,2458536.217363903,28662124.3430777,-24954883.39320968,3565235.185512917,131252876349.1303,-62637433881.53654,-27153305396.24002
-5306203.325656087,39019.17754562898,3538829.659837973,2458536.217421773,28671217.36273061,-24944439.62190506,3565245.927158028,131252947503.6162,-62637312189.90305,-27153252640.38712
-5306217.225088851,37082.1530971902,3538829.646205236,2458536.217479643,28680306.57500871,-24933992.52132374,3565256.664000284,131253018657.3909,-62637190499.19366,-27153199884.93491
-5306230.418378431,35145.10817042086,3538829.631278699,2458536.217537514,28689391.97848166,-24923542.12393202,3565267.396038038,131253089811.613,-62637068807.42596,-27153147129.02397
-5306242.905408742,33208.05856205733,3538829.615058474,2458536.217595384,28698473.57205696,-24913088.41557896,3565278.123269971,131253160965.6935,-62636947115.60833,-27153094373.09146
-5306254.686086223,31271.02010764997,3538829.597544709,2458536.217653255,28707551.35462028,-24902631.38207512,3565288.845694807,131253232119.0704,-62636825424.7011,-27153041617.55371
-5306265.760598783,29333.96190865804,3538829.578737119,2458536.217711125,28716625.32477636,-24892171.05596561,3565299.563310831,131253303272.8898,-62636703732.74427,-27152988861.56099
-5306276.128847379,27396.89980059699,3538829.558635849,2458536.217768996,28725695.48141758,-24881707.42306186,3565310.276116765,131253374426.5733,-62636582040.72732,-27152936105.54229
-5306285.790755763,25459.84961910383,3538829.537241075,2458536.217826866,28734761.82341378,-24871240.46917605,3565320.984111358,131253445579.5494,-62636460349.62759,-27152883349.9213
-5306294.746478057,23522.78046545689,3538829.514552454,2458536.217884736,28743824.34940545,-24860770.22685463,3565331.687292842,131253516732.9661,-62636338657.48158,-27152830593.84679
-5306302.995932527,21585.70817526779,3538829.49057016,2458536.217942607,28752883.05826934,-24850296.68191038,3565342.385659965,131253587886.2489,-62636216965.27193,-27152777837.74477
-5306310.539060256,19648.6485842492,3538829.465294403,2458536.218000477,28761937.94885999,-24839819.82015641,3565353.079211515,131253659038.8263,-62636095273.97614,-27152725082.03899
-5306317.375981693,17711.57075487077,3538829.438724776,2458536.218058347,28770989.01985333,-24829339.67417937,3565363.767945659,131253730191.8402,-62635973581.64104,-27152672325.88273
-5306323.50663216,15774.49060013797,3538829.41086149,2458536.218116218,28780036.27011082,-24818856.229716,3565374.451861185,131253801344.7251,-62635851889.23376,-27152619569.69524
-5306328.930970194,13837.42391715804,3538829.38170478,2458536.218174088,28789079.69847136,-24808369.47261933,3565385.130956907,131253872496.8997,-62635730197.74882,-27152566813.90768
-5306333.649082329,11900.33980694949,3538829.351254186,2458536.218231958,28798119.30364647,-24797879.43543889,3565395.80523094,131253943649.515,-62635608505.21763,-27152514057.66663
-5306337.660921462,9963.254105263855,3538829.319509935,2458536.218289829,28807155.08448192,-24787386.10398991,3565406.474682091,131254014801.9962,-62635486812.62283,-27152461301.39806
-5306340.966463272,8026.18268655939,3538829.28647231,2458536.218347699,28816187.03980128,-24776889.46404938,3565417.13930922,131254085953.7711,-62635365120.94357,-27152408545.52648
-5306343.565760653,6089.094535804586,3538829.252140779,2458536.218405569,28825215.16835153,-24766389.5482842,3565427.799110376,131254157105.9845,-62635243428.2216,-27152355789.20294
-5306345.458783661,4152.005604765145,3538829.216515605,2458536.21846344,28834239.46896305,-24755886.34239489,3565438.454084399,131254228258.063,-62635121735.43773,-27152303032.85263
-5306346.645525403,2214.931690602098,3538829.179597101,2458536.21852131,28843259.94044381,-24745379.83223705,3565449.104230184,131254299409.439,-62635000043.56246,-27152250276.89629
-5306347.126004807,277.8418942173012,3538829.141384675,2458536.218579181,28852276.58157656,-24734870.05036296,3565459.749545718,131254370561.2528,-62634878350.64613,-27152197520.4887
-5306346.900209426,-1659.247948572738,3538829.101878625,2458536.218637051,28861289.39117599,-24724356.98259038,3565470.390029881,131254441712.9315,-62634756657.66795,-27152144764.05437
-5306345.968149624,-3596.322001950815,3538829.061079287,2458536.218694921,28870298.36803463,-24713840.61473759,3565481.025681589,131254512863.9048,-62634634965.60355,-27152092008.01625
-5306344.329810532,-5533.41116501973,3538829.01898601,2458536.218752792,28879303.51097079,-24703320.97935816,3565491.656498774,131254584015.3158,-62634513272.49815,-27152039251.52691
-5306341.985197028,-7470.499601955758,3538828.975599126,2458536.218810662,28888304.81878369,-24692798.06227118,3565502.28248035,131254655166.5957,-62634391579.32385,-27151986495.00778
-5306338.934336798,-9407.57147696428,3538828.930919003,2458536.218868532,28897302.29025035,-24682271.8492962,3565512.903625268,131254726317.1683,-62634269887.06689,-27151933738.8864
-5306335.177181172,-11344.65768911317,3538828.884944927,2458536.218926403,28906295.92422466,-24671742.37298813,3565523.519931396,131254797468.1795,-62634148193.76709,-27151880982.31301
-5306330.713752354,-13281.74240259477,3538828.837677264,2458536.218984273,28915285.71949035,-24661209.61916735,3565534.131397684,131254868619.0567,-62634026500.40373,-27151828225.71213
-5306325.544050927,-15218.82535989815,3538828.789116013,2458536.219042144,28924271.67485331,-24650673.58923302,3565544.738022715,131254939769.8029,-62633904806.97168,-27151775469.08154
-5306319.668127555,-17155.89076393563,3538828.739261589,2458536.219100014,28933253.78906999,-24640134.2690451,3565555.339805491,131255010919.8417,-62633783114.45676,-27151722712.84863
-5306313.085888741,-19092.96943636332,3538828.688113199,2458536.219157884,28942232.06104146,-24629591.69108298,3565565.936743801,131255082070.3212,-62633661420.89563,-27151669956.16222
-5306305.797379668,-21030.04558008001,3538828.635671244,2458536.219215755,28951206.48953104,-24619045.84120724,3565576.528836634,131255153220.6628,-62633539727.27772,-27151617199.45127
-5306297.802668437,-22967.10335940728,3538828.581936168,2458536.219273625,28960177.07327942,-24608496.70524075,3565587.116083018,131255224370.297,-62633418034.57719,-27151564443.13811
-5306289.101627527,-24904.17367319087,3538828.526907116,2458536.219331495,28969143.81122353,-24597944.31574132,3565597.698480685,131255295520.3746,-62633296340.8253,-27151511686.36922
