q1,q2,q3,q4,phi,theta,psi,wx,wy,wz
-0.041361,0.0061838,-0.24855,0.96772,-0.50245,-0.0085922,-0.083225,0.0014396,0.0011395,-0.0051893
-0.037237,0.0074738,-0.26122,0.96453,-0.52877,-0.0050366,-0.075811,0.0014542,0.0011144,-0.0051913
-0.033088,0.0086921,-0.27384,0.96117,-0.55506,-0.0014125,-0.068419,0.0014685,0.0010891,-0.0051933
-0.028915,0.0098378,-0.28642,0.95762,-0.58132,0.002278,-0.061053,0.0014825,0.0010636,-0.0051953
-0.024723,0.01091,-0.29894,0.95389,-0.60756,0.0060328,-0.053715,0.0014961,0.0010378,-0.0051973
-0.020513,0.011908,-0.31142,0.94998,-0.63378,0.0098498,-0.046409,0.0015095,0.0010117,-0.0051992
-0.016288,0.012832,-0.32383,0.94589,-0.65997,0.013727,-0.039138,0.0015224,0.00098547,-0.0052011
-0.012051,0.01368,-0.33619,0.94162,-0.68614,0.017661,-0.031904,0.0015351,0.00095896,-0.005203
-0.0078056,0.014453,-0.34849,0.93717,-0.71229,0.021651,-0.024712,0.0015474,0.00093222,-0.0052048
-0.0035533,0.015149,-0.36073,0.93254,-0.73841,0.025694,-0.017563,0.0015593,0.00090527,-0.0052066
0.00070263,0.015769,-0.3729,0.92774,-0.76452,0.029787,-0.010461,0.0015709,0.0008781,-0.0052083
0.0049595,0.016311,-0.38501,0.92276,-0.79061,0.033928,-0.0034093,0.0015822,0.00085072,-0.00521
0.0092144,0.016777,-0.39705,0.9176,-0.81668,0.038116,0.0035904,0.0015931,0.00082314,-0.0052117
0.013465,0.017165,-0.40901,0.91227,-0.84274,0.042346,0.010535,0.0016037,0.00079537,-0.0052133
0.017707,0.017476,-0.42091,0.90676,-0.86877,0.046617,0.017421,0.0016138,0.00076741,-0.0052149
0.02194,0.01771,-0.43273,0.90108,-0.8948,0.050927,0.024246,0.0016237,0.00073927,-0.0052164
0.026159,0.017866,-0.44447,0.89523,-0.92081,0.055271,0.031008,0.0016331,0.00071095,-0.0052179
0.030363,0.017946,-0.45614,0.88921,-0.94681,0.059649,0.037703,0.0016422,0.00068246,-0.0052193
0.034548,0.017948,-0.46772,0.88302,-0.9728,0.064058,0.044329,0.0016509,0.00065381,-0.0052207
0.038712,0.017873,-0.47922,0.87666,-0.99879,0.068494,0.050884,0.0016593,0.000625,-0.005222
0.042851,0.017722,-0.49064,0.87013,-1.0248,0.072955,0.057365,0.0016672,0.00059605,-0.0052233
0.046964,0.017496,-0.50197,0.86343,-1.0507,0.077438,0.06377,0.0016748,0.00056695,-0.0052245
0.051047,0.017193,-0.5132,0.85657,-1.0767,0.081941,0.070096,0.0016821,0.00053771,-0.0052256
0.055097,0.016816,-0.52435,0.84955,-1.1027,0.086461,0.07634,0.0016889,0.00050835,-0.0052267
0.059113,0.016365,-0.53541,0.84236,-1.1286,0.090995,0.0825,0.0016953,0.00047887,-0.0052278
0.063091,0.01584,-0.54637,0.83502,-1.1546,0.095541,0.088574,0.0017014,0.00044927,-0.0052288
0.067029,0.015242,-0.55723,0.82751,-1.1805,0.10009,0.09456,0.0017071,0.00041956,-0.0052297
0.070924,0.014573,-0.56799,0.81984,-1.2065,0.10465,0.10046,0.0017124,0.00038975,-0.0052305
0.074773,0.013832,-0.57866,0.81202,-1.2325,0.10922,0.10626,0.0017173,0.00035985,-0.0052313
0.078575,0.013021,-0.58922,0.80404,-1.2584,0.11378,0.11197,0.0017218,0.00032987,-0.0052321
0.082326,0.012142,-0.59967,0.79591,-1.2844,0.11834,0.11758,0.0017259,0.0002998,-0.0052328
0.086023,0.011194,-0.61002,0.78762,-1.3104,0.12289,0.12309,0.0017296,0.00026966,-0.0052334
0.089666,0.010179,-0.62026,0.77919,-1.3364,0.12744,0.1285,0.001733,0.00023946,-0.0052339
0.09325,0.0090993,-0.63039,0.7706,-1.3625,0.13198,0.1338,0.0017359,0.00020919,-0.0052344
0.096775,0.0079549,-0.64041,0.76187,-1.3885,0.1365,0.13901,0.0017384,0.00017888,-0.0052348
0.10024,0.0067476,-0.65032,0.75299,-1.4145,0.141,0.1441,0.0017406,0.00014853,-0.0052352
0.10363,0.0054787,-0.66011,0.74397,-1.4406,0.14548,0.14909,0.0017423,0.00011814,-0.0052355
0.10696,0.0041498,-0.66978,0.73481,-1.4667,0.14994,0.15396,0.0017437,8.7716e-05,-0.0052357
0.11022,0.0027623,-0.67933,0.7255,-1.4928,0.15438,0.15873,0.0017446,5.7275e-05,-0.0052359
0.11341,0.0013178,-0.68876,0.71606,-1.5189,0.15878,0.16338,0.0017452,2.6821e-05,-0.005236
0.11653,-0.00018208,-0.69807,0.70648,-1.5451,0.16316,0.16791,0.0017453,-3.6401e-06,-0.005236
0.11957,-0.0017356,-0.70726,0.69677,-1.5712,0.1675,0.17233,0.0017451,-3.41e-05,-0.0052359
0.12253,-0.0033411,-0.71632,0.68692,-1.5974,0.1718,0.17663,0.0017444,-6.4552e-05,-0.0052358
0.12542,-0.0049968,-0.72525,0.67695,-1.6237,0.17606,0.18081,0.0017434,-9.4988e-05,-0.0052357
0.12822,-0.0067008,-0.73406,0.66684,-1.6499,0.18028,0.18487,0.0017419,-0.0001254,-0.0052354
0.13094,-0.0084512,-0.74273,0.65661,-1.6762,0.18445,0.18881,0.0017401,-0.00015578,-0.0052351
0.13358,-0.010246,-0.75127,0.64625,-1.7025,0.18857,0.19263,0.0017379,-0.00018613,-0.0052347
0.13612,-0.012084,-0.75968,0.63578,-1.7289,0.19264,0.19632,0.0017352,-0.00021643,-0.0052343
0.13858,-0.013962,-0.76795,0.62518,-1.7553,0.19666,0.19988,0.0017322,-0.00024668,-0.0052338
0.14096,-0.015879,-0.77609,0.61446,-1.7817,0.20062,0.20332,0.0017288,-0.00027687,-0.0052332
0.14324,-0.017832,-0.78409,0.60363,-1.8081,0.20451,0.20663,0.001725,-0.00030699,-0.0052326
0.14542,-0.01982,-0.79195,0.59269,-1.8346,0.20835,0.20982,0.0017207,-0.00033704,-0.0052319
0.14752,-0.02184,-0.79967,0.58163,-1.8612,0.21211,0.21287,0.0017161,-0.00036701,-0.0052312
0.14952,-0.02389,-0.80724,0.57047,-1.8877,0.21581,0.2158,0.0017112,-0.00039689,-0.0052303
0.15142,-0.025967,-0.81468,0.55919,-1.9143,0.21944,0.2186,0.0017058,-0.00042667,-0.0052295
0.15323,-0.028071,-0.82197,0.54782,-1.941,0.22299,0.22126,0.0017,-0.00045635,-0.0052285
0.15494,-0.030198,-0.82911,0.53634,-1.9677,0.22646,0.2238,0.0016938,-0.00048593,-0.0052275
0.15655,-0.032345,-0.8361,0.52476,-1.9944,0.22985,0.22621,0.0016873,-0.00051538,-0.0052265
0.15805,-0.034512,-0.84295,0.51309,-2.0212,0.23316,0.22849,0.0016804,-0.00054471,-0.0052254
0.15946,-0.036695,-0.84965,0.50132,-2.048,0.23638,0.23063,0.0016731,-0.00057392,-0.0052242
0.16077,-0.038892,-0.8562,0.48946,-2.0748,0.23951,0.23265,0.0016654,-0.00060298,-0.005223
0.16197,-0.041101,-0.86259,0.4775,-2.1017,0.24255,0.23454,0.0016573,-0.0006319,-0.0052217
0.16307,-0.043319,-0.86883,0.46546,-2.1287,0.2455,0.2363,0.0016489,-0.00066067,-0.0052203
0.16407,-0.045544,-0.87492,0.45334,-2.1556,0.24835,0.23792,0.0016401,-0.00068928,-0.0052189
0.16496,-0.047774,-0.88086,0.44113,-2.1827,0.2511,0.23942,0.0016309,-0.00071773,-0.0052175
0.16575,-0.050006,-0.88663,0.42884,-2.2097,0.25375,0.24079,0.0016214,-0.00074601,-0.005216
0.16644,-0.052238,-0.89225,0.41648,-2.2368,0.25629,0.24204,0.0016114,-0.00077411,-0.0052145
0.16702,-0.054467,-0.89771,0.40404,-2.264,0.25873,0.24316,0.0016012,-0.00080203,-0.0052129
0.16749,-0.056691,-0.90302,0.39153,-2.2912,0.26106,0.24415,0.0015905,-0.00082975,-0.0052113
0.16786,-0.058907,-0.90816,0.37894,-2.3184,0.26328,0.24502,0.0015795,-0.00085728,-0.0052096
0.16813,-0.061114,-0.91314,0.36629,-2.3457,0.26538,0.24576,0.0015682,-0.00088461,-0.0052079
0.16829,-0.063309,-0.91796,0.35358,-2.373,0.26736,0.24639,0.0015565,-0.00091173,-0.0052061
0.16834,-0.065489,-0.92262,0.3408,-2.4003,0.26923,0.24689,0.0015445,-0.00093863,-0.0052043
0.16829,-0.067652,-0.92711,0.32796,-2.4277,0.27098,0.24727,0.0015321,-0.00096531,-0.0052025
0.16814,-0.069795,-0.93145,0.31507,-2.4551,0.27261,0.24754,0.0015194,-0.00099177,-0.0052006
0.16788,-0.071917,-0.93561,0.30212,-2.4826,0.27411,0.24769,0.0015063,-0.001018,-0.0051987
0.16752,-0.074015,-0.93961,0.28912,-2.5101,0.27548,0.24773,0.0014929,-0.001044,-0.0051968
0.16706,-0.076087,-0.94345,0.27607,-2.5376,0.27673,0.24766,0.0014792,-0.0010697,-0.0051948
0.16649,-0.078129,-0.94711,0.26297,-2.5651,0.27785,0.24747,0.0014651,-0.0010952,-0.0051929
0.16583,-0.080141,-0.95061,0.24983,-2.5927,0.27883,0.24718,0.0014507,-0.0011204,-0.0051908
0.16506,-0.08212,-0.95394,0.23665,-2.6204,0.27968,0.24679,0.001436,-0.0011454,-0.0051888
0.16419,-0.084063,-0.95711,0.22343,-2.648,0.2804,0.24629,0.001421,-0.0011701,-0.0051867
0.16323,-0.085968,-0.9601,0.21017,-2.6757,0.28098,0.24569,0.0014057,-0.0011945,-0.0051846
0.16217,-0.087834,-0.96293,0.19688,-2.7034,0.28142,0.24499,0.0013901,-0.0012187,-0.0051825
0.16101,-0.089658,-0.96558,0.18356,-2.7311,0.28173,0.2442,0.0013741,-0.0012426,-0.0051804
0.15975,-0.091438,-0.96806,0.17021,-2.7588,0.28189,0.24332,0.0013579,-0.0012661,-0.0051783
0.1584,-0.093171,-0.97038,0.15683,-2.7866,0.28191,0.24234,0.0013413,-0.0012894,-0.0051761
0.15696,-0.094856,-0.97252,0.14343,-2.8144,0.28179,0.24128,0.0013245,-0.0013124,-0.0051739
0.15542,-0.096492,-0.97449,0.13001,-2.8421,0.28153,0.24014,0.0013074,-0.0013351,-0.0051718
0.1538,-0.098075,-0.97629,0.11657,-2.87,0.28113,0.23891,0.00129,-0.0013575,-0.0051696
0.15208,-0.099604,-0.97791,0.10312,-2.8978,0.28058,0.23761,0.0012723,-0.0013796,-0.0051674
0.15028,-0.10108,-0.97937,0.089651,-2.9256,0.27988,0.23623,0.0012543,-0.0014013,-0.0051652
0.1484,-0.10249,-0.98065,0.076174,-2.9534,0.27904,0.23477,0.0012361,-0.0014228,-0.005163
0.14642,-0.10385,-0.98176,0.06269,-2.9813,0.27805,0.23325,0.0012176,-0.0014439,-0.0051608
0.14437,-0.10514,-0.98269,0.049201,-3.0091,0.27692,0.23167,0.0011989,-0.0014647,-0.0051586
0.14223,-0.10638,-0.98345,0.035709,-3.037,0.27564,0.23002,0.0011798,-0.0014851,-0.0051564
0.14002,-0.10754,-0.98404,0.022217,-3.0648,0.27422,0.22831,0.0011606,-0.0015052,-0.0051542
0.13773,-0.10864,-0.98445,0.0087281,-3.0927,0.27265,0.22654,0.0011411,-0.001525,-0.005152
0.13536,-0.10968,-0.9847,-0.0047558,-3.1205,0.27093,0.22472,0.0011213,-0.0015444,-0.0051499
0.13292,-0.11064,-0.98476,-0.018232,3.1349,0.26907,0.22286,0.0011013,-0.0015635,-0.0051477
0.13041,-0.11154,-0.98466,-0.031698,3.107,0.26706,0.22094,0.001081,-0.0015822,-0.0051456
0.12783,-0.11236,-0.98438,-0.045152,3.0792,0.26491,0.21898,0.0010606,-0.0016006,-0.0051434
0.12519,-0.11311,-0.98392,-0.05859,3.0514,0.26261,0.21699,0.0010399,-0.0016186,-0.0051413
0.12247,-0.11378,-0.98329,-0.07201,3.0236,0.26017,0.21495,0.001019,-0.0016362,-0.0051392
0.1197,-0.11438,-0.98249,-0.085411,2.9958,0.25759,0.21288,0.00099785,-0.0016535,-0.0051372
0.11686,-0.1149,-0.98152,-0.098788,2.9681,0.25486,0.21078,0.00097651,-0.0016704,-0.0051351
0.11397,-0.11535,-0.98037,-0.11214,2.9403,0.252,0.20866,0.00095496,-0.0016869,-0.0051331
0.11102,-0.11571,-0.97905,-0.12547,2.9126,0.24899,0.2065,0.00093321,-0.0017031,-0.0051311
0.10802,-0.116,-0.97756,-0.13876,2.8849,0.24585,0.20433,0.00091127,-0.0017188,-0.0051291
0.10496,-0.1162,-0.97589,-0.15202,2.8572,0.24257,0.20214,0.00088913,-0.0017342,-0.0051272
0.10186,-0.11633,-0.97406,-0.16525,2.8296,0.23915,0.19993,0.00086681,-0.0017492,-0.0051252
0.098709,-0.11637,-0.97205,-0.17844,2.802,0.2356,0.19771,0.00084431,-0.0017638,-0.0051234
0.095515,-0.11633,-0.96986,-0.1916,2.7744,0.23192,0.19549,0.00082163,-0.0017781,-0.0051215
0.09228,-0.1162,-0.96751,-0.20471,2.7468,0.22811,0.19325,0.00079878,-0.0017919,-0.0051197
0.089005,-0.116,-0.96499,-0.21777,2.7192,0.22417,0.19101,0.00077576,-0.0018053,-0.0051179
0.085694,-0.1157,-0.96229,-0.23079,2.6917,0.2201,0.18877,0.00075258,-0.0018183,-0.0051162
0.082348,-0.11533,-0.95943,-0.24376,2.6643,0.21591,0.18653,0.00072925,-0.001831,-0.0051145
0.078971,-0.11486,-0.95639,-0.25668,2.6368,0.2116,0.1843,0.00070576,-0.0018432,-0.0051129
0.075565,-0.11432,-0.95319,-0.26955,2.6094,0.20716,0.18207,0.00068213,-0.001855,-0.0051113
0.072133,-0.11368,-0.94981,-0.28236,2.582,0.20261,0.17985,0.00065836,-0.0018665,-0.0051097
0.068677,-0.11296,-0.94627,-0.29511,2.5547,0.19794,0.17764,0.00063445,-0.0018775,-0.0051082
0.0652,-0.11216,-0.94256,-0.3078,2.5273,0.19316,0.17544,0.00061041,-0.0018881,-0.0051067
0.061705,-0.11127,-0.93869,-0.32044,2.5001,0.18826,0.17326,0.00058624,-0.0018982,-0.0051053
0.058193,-0.1103,-0.93464,-0.333,2.4728,0.18326,0.1711,0.00056195,-0.001908,-0.005104
0.054668,-0.10923,-0.93043,-0.3455,2.4456,0.17815,0.16896,0.00053755,-0.0019174,-0.0051026
0.051132,-0.10809,-0.92606,-0.35793,2.4184,0.17294,0.16684,0.00051304,-0.0019263,-0.0051014
0.047588,-0.10686,-0.92152,-0.3703,2.3913,0.16763,0.16474,0.00048842,-0.0019348,-0.0051002
0.044039,-0.10554,-0.91682,-0.38258,2.3642,0.16222,0.16267,0.0004637,-0.0019429,-0.005099
0.040487,-0.10415,-0.91195,-0.3948,2.3371,0.15672,0.16063,0.00043888,-0.0019506,-0.0050979
0.036934,-0.10266,-0.90692,-0.40693,2.3101,0.15112,0.15862,0.00041398,-0.0019578,-0.0050969
0.033384,-0.1011,-0.90173,-0.41899,2.2831,0.14544,0.15664,0.00038899,-0.0019646,-0.0050959
0.029838,-0.099451,-0.89638,-0.43097,2.2561,0.13967,0.15469,0.00036392,-0.001971,-0.005095
0.0263,-0.097722,-0.89086,-0.44286,2.2292,0.13381,0.15277,0.00033878,-0.001977,-0.0050941
0.022772,-0.095912,-0.88519,-0.45467,2.2023,0.12788,0.15089,0.00031357,-0.0019825,-0.0050933
0.019256,-0.094023,-0.87936,-0.46639,2.1754,0.12187,0.14905,0.0002883,-0.0019876,-0.0050925
0.015755,-0.092055,-0.87337,-0.47802,2.1486,0.11579,0.14725,0.00026296,-0.0019923,-0.0050919
0.012272,-0.090009,-0.86723,-0.48956,2.1218,0.10963,0.14548,0.00023757,-0.0019966,-0.0050912
0.0088081,-0.087886,-0.86092,-0.50101,2.095,0.10341,0.14376,0.00021214,-0.0020004,-0.0050907
0.005367,-0.085687,-0.85447,-0.51236,2.0682,0.09713,0.14208,0.00018666,-0.0020038,-0.0050902
0.0019507,-0.083414,-0.84786,-0.52362,2.0415,0.090786,0.14044,0.00016114,-0.0020067,-0.0050897
-0.0014384,-0.081067,-0.8411,-0.53478,2.0148,0.084386,0.13885,0.00013559,-0.0020092,-0.0050894
-0.004798,-0.078649,-0.83418,-0.54583,1.9881,0.077932,0.1373,0.00011001,-0.0020113,-0.0050891
-0.0081257,-0.07616,-0.82712,-0.55679,1.9615,0.071428,0.1358,8.4415e-05,-0.002013,-0.0050888
-0.011419,-0.073601,-0.8199,-0.56764,1.9348,0.064878,0.13434,5.8798e-05,-0.0020142,-0.0050886
-0.014676,-0.070975,-0.81254,-0.57839,1.9082,0.058285,0.13293,3.3169e-05,-0.002015,-0.0050885
-0.017895,-0.068283,-0.80503,-0.58903,1.8816,0.051652,0.13157,7.5335e-06,-0.0020153,-0.0050885
-0.021072,-0.065526,-0.79737,-0.59956,1.8551,0.044983,0.13026,-1.8104e-05,-0.0020152,-0.0050885
-0.024207,-0.062706,-0.78957,-0.60997,1.8285,0.038281,0.129,-4.3737e-05,-0.0020147,-0.0050886
-0.027297,-0.059825,-0.78162,-0.62028,1.802,0.031551,0.12779,-6.9361e-05,-0.0020137,-0.0050887
-0.030339,-0.056885,-0.77353,-0.63047,1.7755,0.024795,0.12664,-9.4972e-05,-0.0020123,-0.0050889
-0.033332,-0.053887,-0.7653,-0.64055,1.7489,0.018017,0.12553,-0.00012056,-0.0020105,-0.0050892
-0.036274,-0.050833,-0.75693,-0.65051,1.7224,0.011221,0.12448,-0.00014613,-0.0020083,-0.0050895
-0.039163,-0.047725,-0.74842,-0.66035,1.6959,0.0044097,0.12347,-0.00017167,-0.0020056,-0.0050899
-0.041997,-0.044566,-0.73977,-0.67007,1.6695,-0.0024124,0.12253,-0.00019717,-0.0020024,-0.0050904
-0.044774,-0.041357,-0.73099,-0.67966,1.643,-0.0092419,0.12163,-0.00022263,-0.0019989,-0.0050909
-0.047493,-0.0381,-0.72207,-0.68914,1.6165,-0.016075,0.12079,-0.00024805,-0.0019949,-0.0050915
-0.050151,-0.034797,-0.71302,-0.69848,1.59,-0.022909,0.12,-0.00027341,-0.0019905,-0.0050921
-0.052748,-0.031451,-0.70383,-0.7077,1.5635,-0.02974,0.11927,-0.00029872,-0.0019856,-0.0050928
-0.055281,-0.028064,-0.69452,-0.7168,1.5371,-0.036563,0.11859,-0.00032397,-0.0019803,-0.0050936
-0.057748,-0.024638,-0.68508,-0.72576,1.5106,-0.043376,0.11796,-0.00034916,-0.0019746,-0.0050945
-0.060149,-0.021174,-0.67551,-0.73459,1.4841,-0.050175,0.11739,-0.00037427,-0.0019685,-0.0050953
-0.062482,-0.017677,-0.66581,-0.74329,1.4576,-0.056956,0.11688,-0.0003993,-0.0019619,-0.0050963
-0.064746,-0.014147,-0.65599,-0.75185,1.4311,-0.063716,0.11642,-0.00042426,-0.0019549,-0.0050973
-0.066938,-0.010587,-0.64605,-0.76028,1.4046,-0.07045,0.11601,-0.00044913,-0.0019475,-0.0050984
-0.069059,-0.007,-0.63598,-0.76858,1.3781,-0.077157,0.11566,-0.0004739,-0.0019396,-0.0050995
-0.071106,-0.003388,-0.6258,-0.77673,1.3515,-0.083831,0.11536,-0.00049858,-0.0019314,-0.0051007
-0.073079,0.00024649,-0.61549,-0.78475,1.325,-0.09047,0.11512,-0.00052316,-0.0019227,-0.0051019
-0.074976,0.003901,-0.60508,-0.79262,1.2984,-0.097069,0.11493,-0.00054762,-0.0019136,-0.0051032
-0.076797,0.007573,-0.59454,-0.80035,1.2719,-0.10363,0.11479,-0.00057198,-0.001904,-0.0051045
-0.07854,0.01126,-0.5839,-0.80794,1.2453,-0.11014,0.11471,-0.00059622,-0.0018941,-0.0051059
-0.080206,0.014959,-0.57314,-0.81539,1.2186,-0.1166,0.11468,-0.00062033,-0.0018837,-0.0051073
-0.081791,0.018668,-0.56227,-0.82268,1.192,-0.123,0.1147,-0.00064432,-0.001873,-0.0051088
-0.083297,0.022385,-0.5513,-0.82984,1.1653,-0.12936,0.11477,-0.00066818,-0.0018618,-0.0051104
-0.084723,0.026106,-0.54022,-0.83684,1.1387,-0.13565,0.1149,-0.00069189,-0.0018502,-0.0051119
-0.086067,0.029829,-0.52904,-0.8437,1.112,-0.14187,0.11508,-0.00071546,-0.0018382,-0.0051136
-0.08733,0.033552,-0.51775,-0.8504,1.0852,-0.14803,0.1153,-0.00073889,-0.0018258,-0.0051152
-0.08851,0.037271,-0.50637,-0.85695,1.0585,-0.15413,0.11558,-0.00076216,-0.001813,-0.0051169
-0.089608,0.040984,-0.49488,-0.86335,1.0317,-0.16014,0.1159,-0.00078527,-0.0017998,-0.0051187
-0.090622,0.044689,-0.4833,-0.8696,1.0048,-0.16608,0.11627,-0.00080822,-0.0017862,-0.0051205
-0.091554,0.048383,-0.47163,-0.8757,0.97799,-0.17194,0.11669,-0.000831,-0.0017722,-0.0051223
-0.092402,0.052063,-0.45986,-0.88163,0.95111,-0.17772,0.11715,-0.00085361,-0.0017578,-0.0051241
-0.093167,0.055726,-0.44801,-0.88741,0.9242,-0.18341,0.11766,-0.00087604,-0.0017431,-0.005126
-0.093848,0.05937,-0.43606,-0.89304,0.89726,-0.18901,0.11822,-0.00089828,-0.0017279,-0.005128
-0.094445,0.062993,-0.42403,-0.8985,0.87028,-0.19452,0.11881,-0.00092034,-0.0017124,-0.0051299
-0.09496,0.066591,-0.41192,-0.90381,0.84327,-0.19993,0.11945,-0.0009422,-0.0016964,-0.0051319
-0.09539,0.070162,-0.39972,-0.90895,0.81623,-0.20525,0.12012,-0.00096387,-0.0016801,-0.0051339
-0.095738,0.073704,-0.38745,-0.91394,0.78915,-0.21046,0.12084,-0.00098533,-0.0016635,-0.0051359
-0.096003,0.077213,-0.3751,-0.91876,0.76204,-0.21557,0.12159,-0.0010066,-0.0016464,-0.005138
-0.096186,0.080688,-0.36267,-0.92342,0.7349,-0.22057,0.12238,-0.0010276,-0.001629,-0.0051401
-0.096286,0.084125,-0.35017,-0.92792,0.70772,-0.22546,0.1232,-0.0010484,-0.0016112,-0.0051422
-0.096305,0.087522,-0.33759,-0.93225,0.68051,-0.23024,0.12405,-0.001069,-0.001593,-0.0051443
-0.096243,0.090877,-0.32495,-0.93642,0.65327,-0.2349,0.12493,-0.0010894,-0.0015745,-0.0051464
-0.096101,0.094187,-0.31225,-0.94042,0.62599,-0.23945,0.12585,-0.0011096,-0.0015557,-0.0051486
-0.09588,0.097449,-0.29947,-0.94426,0.59868,-0.24387,0.12678,-0.0011295,-0.0015364,-0.0051508
-0.095579,0.10066,-0.28664,-0.94793,0.57134,-0.24817,0.12775,-0.0011491,-0.0015169,-0.0051529
-0.095201,0.10382,-0.27375,-0.95143,0.54396,-0.25235,0.12873,-0.0011685,-0.001497,-0.0051551
-0.094746,0.10693,-0.2608,-0.95476,0.51656,-0.2564,0.12974,-0.0011877,-0.0014767,-0.0051573
-0.094214,0.10998,-0.2478,-0.95793,0.48912,-0.26032,0.13076,-0.0012066,-0.0014561,-0.0051595
-0.093608,0.11297,-0.23474,-0.96092,0.46165,-0.26411,0.1318,-0.0012253,-0.0014352,-0.0051617
-0.092928,0.11589,-0.22163,-0.96375,0.43416,-0.26777,0.13286,-0.0012437,-0.001414,-0.0051639
-0.092175,0.11876,-0.20848,-0.9664,0.40664,-0.27128,0.13392,-0.0012618,-0.0013924,-0.0051661
-0.09135,0.12156,-0.19528,-0.96889,0.37909,-0.27467,0.135,-0.0012796,-0.0013705,-0.0051683
-0.090456,0.12429,-0.18204,-0.9712,0.35151,-0.27791,0.13608,-0.0012972,-0.0013483,-0.0051705
-0.089492,0.12694,-0.16876,-0.97334,0.32391,-0.28101,0.13716,-0.0013145,-0.0013258,-0.0051727
-0.088461,0.12953,-0.15544,-0.97531,0.29629,-0.28397,0.13824,-0.0013315,-0.001303,-0.0051748
-0.087363,0.13204,-0.14208,-0.97711,0.26865,-0.28678,0.13933,-0.0013482,-0.0012799,-0.005177
-0.086202,0.13448,-0.1287,-0.97873,0.24099,-0.28945,0.14041,-0.0013646,-0.0012565,-0.0051791
-0.084977,0.13684,-0.11528,-0.98019,0.21331,-0.29198,0.14148,-0.0013807,-0.0012328,-0.0051813
-0.083691,0.13912,-0.10184,-0.98146,0.18561,-0.29435,0.14254,-0.0013965,-0.0012088,-0.0051834
-0.082345,0.14131,-0.088367,-0.98257,0.1579,-0.29658,0.14359,-0.0014121,-0.0011845,-0.0051855
-0.080941,0.14342,-0.074876,-0.9835,0.13018,-0.29865,0.14462,-0.0014273,-0.0011599,-0.0051876
-0.079482,0.14545,-0.061365,-0.98426,0.10244,-0.30058,0.14563,-0.0014421,-0.0011351,-0.0051896
-0.077967,0.14739,-0.047837,-0.98484,0.074695,-0.30235,0.14662,-0.0014567,-0.0011101,-0.0051917
-0.076401,0.14924,-0.034295,-0.98525,0.046942,-0.30398,0.14759,-0.001471,-0.0010847,-0.0051937
-0.074783,0.151,-0.020741,-0.98548,0.019184,-0.30545,0.14853,-0.0014849,-0.0010591,-0.0051957
-0.073117,0.15267,-0.0071774,-0.98554,-0.0085788,-0.30676,0.14943,-0.0014985,-0.0010333,-0.0051976
-0.071405,0.15425,0.0063924,-0.98543,-0.036343,-0.30793,0.15031,-0.0015117,-0.0010072,-0.0051995
-0.069647,0.15573,0.019966,-0.98514,-0.064107,-0.30893,0.15115,-0.0015247,-0.00098089,-0.0052014
-0.067847,0.15711,0.033541,-0.98468,-0.091869,-0.30979,0.15194,-0.0015372,-0.00095434,-0.0052033
-0.066007,0.1584,0.047114,-0.98404,-0.11963,-0.31049,0.1527,-0.0015495,-0.00092756,-0.0052051
-0.064128,0.15959,0.060683,-0.98323,-0.14738,-0.31104,0.15341,-0.0015614,-0.00090057,-0.0052069
-0.062213,0.16069,0.074246,-0.98224,-0.17512,-0.31144,0.15407,-0.0015729,-0.00087337,-0.0052086
-0.060265,0.16168,0.087798,-0.98108,-0.20286,-0.31168,0.15468,-0.0015841,-0.00084596,-0.0052103
-0.058284,0.16257,0.10134,-0.97975,-0.23058,-0.31177,0.15523,-0.001595,-0.00081834,-0.005212
-0.056274,0.16336,0.11486,-0.97824,-0.25829,-0.31171,0.15573,-0.0016054,-0.00079054,-0.0052136
-0.054237,0.16405,0.12837,-0.97656,-0.28598,-0.31149,0.15617,-0.0016156,-0.00076255,-0.0052151
-0.052174,0.16463,0.14186,-0.97471,-0.31365,-0.31113,0.15654,-0.0016253,-0.00073437,-0.0052166
-0.050089,0.16511,0.15532,-0.97268,-0.34131,-0.31061,0.15685,-0.0016347,-0.00070602,-0.0052181
-0.047984,0.16549,0.16876,-0.97048,-0.36894,-0.30995,0.15709,-0.0016437,-0.00067751,-0.0052195
-0.045861,0.16576,0.18217,-0.96811,-0.39655,-0.30914,0.15726,-0.0016524,-0.00064883,-0.0052209
-0.043723,0.16593,0.19555,-0.96557,-0.42414,-0.30818,0.15736,-0.0016607,-0.00062,-0.0052222
-0.041571,0.16599,0.2089,-0.96285,-0.4517,-0.30708,0.15738,-0.0016686,-0.00059101,-0.0052235
-0.039408,0.16594,0.22221,-0.95997,-0.47923,-0.30583,0.15733,-0.0016761,-0.00056189,-0.0052247
-0.037237,0.16579,0.23548,-0.95691,-0.50673,-0.30444,0.15719,-0.0016833,-0.00053264,-0.0052258
-0.03506,0.16554,0.2487,-0.95368,-0.53421,-0.30291,0.15697,-0.00169,-0.00050325,-0.0052269
-0.03288,0.16518,0.26189,-0.95029,-0.56165,-0.30124,0.15667,-0.0016964,-0.00047375,-0.0052279
-0.030698,0.16471,0.27502,-0.94673,-0.58905,-0.29944,0.15628,-0.0017024,-0.00044413,-0.0052289
-0.028517,0.16413,0.28811,-0.943,-0.61643,-0.29749,0.15581,-0.001708,-0.0004144,-0.0052298
