x,y,z,vx,vy,vz
1840677.83077,42128625.9267,9802.91570026,-3071.39039244,134.79513997,-2.79676576037
1825320.75684,42129297.1031,9788.9312204,-3071.43911114,133.67540776,-2.79702612309
1809963.44033,42129962.6808,9774.94543965,-3071.48742166,132.555658023,-2.79728611405
1794605.8833,42130622.6597,9760.95835988,-3071.53532399,131.43589091,-2.79754573321
1779248.08777,42131277.0397,9746.96998294,-3071.58281812,130.316106568,-2.79780498054
1763890.0558,42131925.8207,9732.98031069,-3071.62990405,129.196305147,-2.79806385601
1748531.78941,42132569.0027,9718.989345,-3071.67658177,128.076486795,-2.79832235958
1733173.29066,42133206.5855,9704.99708772,-3071.72285127,126.956651661,-2.79858049121
1717814.56158,42133838.5692,9691.00354071,-3071.76871256,125.836799893,-2.79883825088
1702455.60422,42134464.9535,9677.00870583,-3071.81416561,124.716931641,-2.79909563855
1687096.42061,42135085.7385,9663.01258494,-3071.85921044,123.597047053,-2.79935265418
1671737.01279,42135700.924,9649.01517991,-3071.90384702,122.477146278,-2.79960929774
1656377.38282,42136310.5099,9635.01649258,-3071.94807536,121.357229465,-2.7998655692
1641017.53272,42136914.4962,9621.01652483,-3071.99189545,120.237296763,-2.80012146852
1625657.46454,42137512.8828,9607.01527852,-3072.03530729,119.11734832,-2.80037699567
1610297.18033,42138105.6697,9593.0127555,-3072.07831086,117.997384286,-2.80063215062
1594936.68211,42138692.8567,9579.00895763,-3072.12090617,116.877404809,-2.80088693332
1579575.97195,42139274.4437,9565.00388679,-3072.16309321,115.757410037,-2.80114134376
1564215.05186,42139850.4307,9550.99754482,-3072.20487196,114.63740012,-2.80139538189
1548853.92391,42140420.8177,9536.98993359,-3072.24624244,113.517375207,-2.80164904768
1533492.59012,42140985.6045,9522.98105496,-3072.28720462,112.397335445,-2.80190234109
1518131.05254,42141544.791,9508.9709108,-3072.32775852,111.277280985,-2.8021552621
1502769.31321,42142098.3772,9494.95950296,-3072.36790411,110.157211975,-2.80240781067
1487407.37418,42142646.3631,9480.94683331,-3072.4076414,109.037128564,-2.80265998677
1472045.23748,42143188.7485,9466.93290371,-3072.44697038,107.9170309,-2.80291179036
1456682.90516,42143725.5334,9452.91771603,-3072.48589105,106.796919132,-2.80316322141
1441320.37925,42144256.7177,9438.90127212,-3072.52440339,105.676793409,-2.80341427988
1425957.6618,42144782.3013,9424.88357385,-3072.56250742,104.556653881,-2.80366496575
1410594.75486,42145302.2842,9410.86462308,-3072.60020311,103.436500695,-2.80391527898
1395231.66045,42145816.6663,9396.84442168,-3072.63749047,102.316334001,-2.80416521954
1379868.38063,42146325.4475,9382.82297151,-3072.67436949,101.196153947,-2.80441478739
1364504.91744,42146828.6278,9368.80027443,-3072.71084017,100.075960683,-2.8046639825
1349141.27291,42147326.2071,9354.77633231,-3072.7469025,98.9557543569,-2.80491280485
1333777.44909,42147818.1853,9340.751147,-3072.78255648,97.8355351176,-2.80516125438
1318413.44803,42148304.5624,9326.72472038,-3072.8178021,96.715303114,-2.80540933108
1303049.27175,42148785.3383,9312.69705431,-3072.85263936,95.5950584951,-2.80565703491
1287684.92231,42149260.513,9298.66815066,-3072.88706825,94.4748014095,-2.80590436584
1272320.40175,42149730.0863,9284.63801128,-3072.92108877,93.3545320063,-2.80615132383
1256955.71211,42150194.0583,9270.60663804,-3072.95470092,92.2342504342,-2.80639790885
1241590.85542,42150652.4288,9256.57403281,-3072.98790468,91.113956842,-2.80664412087
1226225.83374,42151105.1978,9242.54019745,-3073.02070007,89.9936513786,-2.80688995986
1210860.6491,42151552.3653,9228.50513383,-3073.05308706,88.8733341928,-2.80713542578
1195495.30355,42151993.9312,9214.46884382,-3073.08506567,87.7530054335,-2.8073805186
1180129.79913,42152429.8953,9200.43132927,-3073.11663588,86.6326652495,-2.80762523829
1164764.13787,42152860.2578,9186.39259206,-3073.14779769,85.5123137897,-2.80786958482
1149398.32183,42153285.0185,9172.35263404,-3073.17855109,84.3919512029,-2.80811355816
1134032.35304,42153704.1773,9158.3114571,-3073.20889609,83.271577638,-2.80835715826
1118666.23355,42154117.7342,9144.26906308,-3073.23883268,82.1511932438,-2.80860038511
1103299.9654,42154525.6892,9130.22545387,-3073.26836085,81.0307981692,-2.80884323866
1087933.55062,42154928.0422,9116.18063132,-3073.2974806,79.910392563,-2.80908571889
1072566.99127,42155324.7931,9102.1345973,-3073.32619193,78.789976574,-2.80932782576
1057200.28938,42155715.9419,9088.08735368,-3073.35449483,77.6695503512,-2.80956955925
1041833.447,42156101.4886,9074.03890233,-3073.3823893,76.5491140434,-2.80981091931
1026466.46617,42156481.4331,9059.98924511,-3073.40987534,75.4286677994,-2.81005190593
1011099.34893,42156855.7753,9045.93838389,-3073.43695294,74.3082117681,-2.81029251905
995732.097324,42157224.5152,9031.88632054,-3073.4636221,73.1877460984,-2.81053275867
980364.713392,42157587.6527,9017.83305693,-3073.48988282,72.0672709391,-2.81077262473
964997.199177,42157945.1879,9003.77859492,-3073.51573508,70.9467864391,-2.81101211722
949629.556721,42158297.1206,8989.72293638,-3073.5411789,69.8262927473,-2.81125123609
934261.788068,42158643.4508,8975.66608318,-3073.56621427,68.7057900125,-2.81148998132
918893.895259,42158984.1784,8961.60803719,-3073.59084118,67.5852783835,-2.81172835288
903525.880337,42159319.3035,8947.54880027,-3073.61505963,66.4647580094,-2.81196635073
888157.745344,42159648.826,8933.4883743,-3073.63886961,65.3442290388,-2.81220397485
872789.492322,42159972.7458,8919.42676115,-3073.66227113,64.2236916207,-2.81244122519
857421.123313,42160291.0629,8905.36396268,-3073.68526418,63.103145904,-2.81267810174
842052.640361,42160603.7773,8891.29998075,-3073.70784876,61.9825920376,-2.81291460446
826684.045507,42160910.8888,8877.23481725,-3073.73002486,60.8620301702,-2.81315073331
811315.340793,42161212.3975,8863.16847404,-3073.75179249,59.7414604508,-2.81338648827
795946.528262,42161508.3034,8849.10095299,-3073.77315164,58.6208830282,-2.8136218693
780577.609957,42161798.6064,8835.03225597,-3073.7941023,57.5002980514,-2.81385687638
765208.58792,42162083.3064,8820.96238485,-3073.81464448,56.3797056692,-2.81409150947
749839.464194,42162362.4034,8806.8913415,-3073.83477817,55.2591060305,-2.81432576855
734470.240819,42162635.8974,8792.81912779,-3073.85450337,54.1384992841,-2.81455965357
719100.919841,42162903.7884,8778.74574559,-3073.87382008,53.0178855789,-2.81479316451
703731.503299,42163166.0763,8764.67119677,-3073.89272829,51.8972650639,-2.81502630135
688361.993239,42163422.761,8750.5954832,-3073.911228,50.7766378879,-2.81525906404
672992.3917,42163673.8426,8736.51860675,-3073.92931922,49.6560041997,-2.81549145256
657622.700727,42163919.3211,8722.4405693,-3073.94700193,48.5353641483,-2.81572346688
642252.922362,42164159.1963,8708.36137271,-3073.96427614,47.4147178825,-2.81595510696
626883.058647,42164393.4682,8694.28101885,-3073.98114184,46.2940655513,-2.81618637278
611513.111624,42164622.1369,8680.1995096,-3073.99759903,45.1734073034,-2.8164172643
596143.083337,42164845.2023,8666.11684683,-3074.01364772,44.0527432879,-2.8166477815
580772.975828,42165062.6643,8652.03303241,-3074.02928789,42.9320736535,-2.81687792434
565402.791139,42165274.523,8637.94806821,-3074.04451954,41.8113985492,-2.8171076928
550032.531313,42165480.7783,8623.86195611,-3074.05934268,40.6907181238,-2.81733708684
534662.198393,42165681.4302,8609.77469797,-3074.0737573,39.5700325262,-2.81756610643
519291.794421,42165876.4786,8595.68629567,-3074.0877634,38.4493419054,-2.81779475155
503921.32144,42166065.9236,8581.59675108,-3074.10136098,37.3286464102,-2.81802302215
488550.781492,42166249.7651,8567.50606607,-3074.11455004,36.2079461894,-2.81825091822
473180.176621,42166428.0031,8553.41424252,-3074.12733057,35.0872413921,-2.81847843973
457809.508867,42166600.6375,8539.3212823,-3074.13970258,33.966532167,-2.81870558663
442438.780276,42166767.6684,8525.22718728,-3074.15166606,32.8458186631,-2.81893235891
427067.992888,42166929.0957,8511.13195933,-3074.16322101,31.7251010292,-2.81915875652
411697.148747,42167084.9194,8497.03560034,-3074.17436742,30.6043794143,-2.81938477946
396326.249894,42167235.1395,8482.93811216,-3074.18510531,29.4836539672,-2.81961042767
380955.298374,42167379.7559,8468.83949669,-3074.19543467,28.3629248368,-2.81983570113
365584.296229,42167518.7687,8454.73975578,-3074.20535548,27.2421921721,-2.82006059982
350213.2455,42167652.1778,8440.63889131,-3074.21486777,26.1214561219,-2.8202851237
334842.148232,42167779.9833,8426.53690517,-3074.22397152,25.000716835,-2.82050927275
319471.006466,42167902.185,8412.43379921,-3074.23266673,23.8799744605,-2.82073304693
304099.822245,42168018.783,8398.32957532,-3074.2409534,22.7592291471,-2.82095644621
288728.597613,42168129.7773,8384.22423537,-3074.24883153,21.6384810438,-2.82117947057
273357.334611,42168235.1678,8370.11778124,-3074.25630112,20.5177302995,-2.82140211997
257986.035283,42168334.9546,8356.0102148,-3074.26336217,19.3969770631,-2.82162439439
242614.70167,42168429.1376,8341.90153792,-3074.27001468,18.2762214834,-2.8218462938
227243.335817,42168517.7168,8327.79175249,-3074.27625865,17.1554637094,-2.82206781816
211871.939765,42168600.6922,8313.68086037,-3074.28209407,16.0347038899,-2.82228896745
196500.515557,42168678.0638,8299.56886344,-3074.28752095,14.9139421739,-2.82250974164
181129.065236,42168749.8316,8285.45576357,-3074.29253929,13.7931787102,-2.82273014069
165757.590845,42168815.9956,8271.34156265,-3074.29714907,12.6724136477,-2.82295016459
150386.094426,42168876.5558,8257.22626255,-3074.30135032,11.5516471354,-2.8231698133
135014.578023,42168931.5121,8243.10986515,-3074.30514302,10.4308793221,-2.82338908679
119643.043677,42168980.8645,8228.99237231,-3074.30852717,9.31011035668,-2.82360798504
104271.493432,42169024.6132,8214.87378592,-3074.31150278,8.18934038809,-2.82382650801
88899.9293299,42169062.758,8200.75410786,-3074.31406984,7.06856956521,-2.82404465567
73528.3534143,42169095.2989,8186.63333999,-3074.31622835,5.94779803694,-2.824262428
58156.7677272,42169122.2359,8172.5114842,-3074.31797831,4.82702595215,-2.82447982497
42785.174312,42169143.5691,8158.38854237,-3074.31931973,3.70625345977,-2.82469684655
27413.575211,42169159.2985,8144.26451636,-3074.32025261,2.58548070867,-2.82491349271
12041.9724669,42169169.4239,8130.13940807,-3074.32077693,1.46470784775,-2.82512976342
-3329.63187739,42169173.9455,8116.01321935,-3074.32089271,0.343935025909,-2.82534565865
-18701.2357792,42169172.8633,8101.8859521,-3074.32059994,-0.776837607967,-2.82556117838
-34072.8371959,42169166.1772,8087.7576082,-3074.31989863,-1.89760990498,-2.82577632257
-49444.4340846,42169153.8872,8073.6281895,-3074.31878877,-3.01838171623,-2.8259910912
-64816.0244026,42169135.9934,8059.49769791,-3074.31727036,-4.13915289284,-2.82620548425
-80187.6061073,42169112.4957,8045.36613529,-3074.31534341,-5.25992328589,-2.82641950167
-95559.1771558,42169083.3941,8031.23350352,-3074.31300791,-6.38069274651,-2.82663314344
-110930.735505,42169048.6887,8017.09980448,-3074.31026387,-7.5014611258,-2.82684640954
-126302.279114,42169008.3795,8002.96504005,-3074.30711128,-8.62222827486,-2.82705929994
-141673.805937,42168962.4665,7988.82921211,-3074.30355015,-9.7429940448,-2.82727181461
-157045.313934,42168910.9496,7974.69232253,-3074.29958048,-10.8637582867,-2.82748395351
-172416.801061,42168853.8289,7960.5543732,-3074.29520227,-11.9845208518,-2.82769571663
-187788.265276,42168791.1044,7946.41536599,-3074.29041551,-13.105281591,-2.82790710393
-203159.704535,42168722.7761,7932.27530279,-3074.28522021,-14.2260403556,-2.82811811539
-218531.116797,42168648.844,7918.13418546,-3074.27961638,-15.3467969965,-2.82832875097
-233902.500018,42168569.3081,7903.9920159,-3074.273604,-16.4675513651,-2.82853901066
-249273.852156,42168484.1685,7889.84879598,-3074.26718309,-17.5883033122,-2.82874889442
-264645.171168,42168393.4251,7875.70452758,-3074.26035364,-18.7090526891,-2.82895840222
-280016.455012,42168297.0779,7861.55921259,-3074.25311566,-19.8297993469,-2.82916753404
-295387.701644,42168195.1271,7847.41285287,-3074.24546914,-20.9505431367,-2.82937628986
-310758.909022,42168087.5725,7833.26545032,-3074.23741408,-22.0712839095,-2.82958466963
-326130.075104,42167974.4142,7819.1170068,-3074.2289505,-23.1920215165,-2.82979267334
-341501.197847,42167855.6523,7804.96752421,-3074.22007838,-24.3127558089,-2.83000030095
-356872.275207,42167731.2867,7790.81700442,-3074.21079774,-25.4334866377,-2.83020755245
-372243.305143,42167601.3174,7776.66544931,-3074.20110856,-26.554213854,-2.8304144278
-387614.285612,42167465.7446,7762.51286077,-3074.19101086,-27.6749373089,-2.83062092697
-402985.214571,42167324.5681,7748.35924067,-3074.18050464,-28.7956568537,-2.83082704994
-418356.089977,42167177.788,7734.2045909,-3074.16958989,-29.9163723393,-2.83103279668
-433726.909789,42167025.4044,7720.04891333,-3074.15826662,-31.037083617,-2.83123816717
-449097.671963,42166867.4172,7705.89220985,-3074.14653483,-32.1577905377,-2.83144316137
-464468.374456,42166703.8265,7691.73448234,-3074.13439452,-33.2784929527,-2.83164777926
-479839.015227,42166534.6322,7677.57573269,-3074.12184569,-34.3991907131,-2.83185202081
-495209.592232,42166359.8346,7663.41596276,-3074.10888835,-35.5198836699,-2.832055886
-510580.10343,42166179.4334,7649.25517445,-3074.0955225,-36.6405716743,-2.8322593748
-525950.546776,42165993.4289,7635.09336964,-3074.08174813,-37.7612545775,-2.83246248717
-541320.92023,42165801.8209,7620.93055021,-3074.06756526,-38.8819322304,-2.8326652231
-556691.221748,42165604.6095,7606.76671804,-3074.05297387,-40.0026044844,-2.83286758256
-572061.449288,42165401.7948,7592.60187501,-3074.03797399,-41.1232711904,-2.83306956552
-587431.600807,42165193.3768,7578.43602301,-3074.0225656,-42.2439321997,-2.83327117196
-602801.674263,42164979.3555,7564.26916392,-3074.00674871,-43.3645873632,-2.83347240184
-618171.667613,42164759.731,7550.10129962,-3073.99052332,-44.4852365323,-2.83367325515
-633541.578815,42164534.5032,7535.93243199,-3073.97388944,-45.6058795579,-2.83387373184
-648911.405827,42164303.6722,7521.76256293,-3073.95684706,-46.7265162912,-2.83407383191
-664281.146605,42164067.238,7507.5916943,-3073.93939619,-47.8471465834,-2.83427355532
-679650.799108,42163825.2007,7493.419828,-3073.92153683,-48.9677702856,-2.83447290204
-695020.361293,42163577.5603,7479.24696591,-3073.90326899,-50.0883872488,-2.83467187205
-710389.831117,42163324.3169,7465.07310991,-3073.88459266,-51.2089973243,-2.83487046533
-725759.206539,42163065.4704,7450.89826188,-3073.86550785,-52.3296003632,-2.83506868184
-741128.485515,42162801.0209,7436.72242372,-3073.84601457,-53.4501962166,-2.83526652156
-756497.666003,42162530.9684,7422.5455973,-3073.8261128,-54.5707847356,-2.83546398447
-771866.745962,42162255.313,7408.3677845,-3073.80580257,-55.6913657714,-2.83566107054
-787235.723348,42161974.0548,7394.18898722,-3073.78508386,-56.8119391751,-2.83585777973
-802604.59612,42161687.1937,7380.00920733,-3073.76395669,-57.9325047978,-2.83605411203
-817973.362234,42161394.7297,7365.82844673,-3073.74242106,-59.0530624908,-2.83625006742
-833342.01965,42161096.6631,7351.64670729,-3073.72047696,-60.173612105,-2.83644564586
-848710.566323,42160792.9936,7337.4639909,-3073.69812441,-61.2941534918,-2.83664084732
-864079.000213,42160483.7215,7323.28029944,-3073.6753634,-62.4146865021,-2.83683567179
-879447.319277,42160168.8468,7309.09563481,-3073.65219394,-63.5352109873,-2.83703011924
-894815.521472,42159848.3694,7294.90999888,-3073.62861604,-64.6557267983,-2.83722418963
-910183.604756,42159522.2895,7280.72339354,-3073.60462968,-65.7762337864,-2.83741788296
-925551.567088,42159190.6071,7266.53582068,-3073.58023489,-66.8967318026,-2.83761119918
-940919.406424,42158853.3222,7252.34728218,-3073.55543166,-68.0172206983,-2.83780413828
-956287.120724,42158510.4349,7238.15777992,-3073.53021999,-69.1377003244,-2.83799670022
-971654.707944,42158161.9452,7223.9673158,-3073.50459989,-70.2581705322,-2.83818888499
-987022.166042,42157807.8532,7209.7758917,-3073.47857137,-71.3786311728,-2.83838069256
-1002389.49298,42157448.1589,7195.58350951,-3073.45213442,-72.4990820974,-2.8385721229
-1017756.68671,42157082.8624,7181.3901711,-3073.42528905,-73.619523157,-2.83876317599
-1033123.74519,42156711.9637,7167.19587838,-3073.39803526,-74.739954203,-2.8389538518
-1048490.66638,42156335.4629,7153.00063321,-3073.37037307,-75.8603750864,-2.83914415031
-1063857.44824,42155953.36,7138.8044375,-3073.34230246,-76.9807856584,-2.83933407149
-1079224.08872,42155565.6551,7124.60729313,-3073.31382345,-78.1011857701,-2.83952361532
-1094590.58579,42155172.3482,7110.40920198,-3073.28493603,-79.2215752728,-2.83971278177
-1109956.9374,42154773.4393,7096.21016594,-3073.25564022,-80.3419540175,-2.83990157082
-1125323.14151,42154368.9286,7082.0101869,-3073.22593602,-81.4623218555,-2.84008998244
-1140689.19608,42153958.8161,7067.80926674,-3073.19582343,-82.582678638,-2.84027801661
-1156055.09907,42153543.1019,7053.60740736,-3073.16530245,-83.703024216,-2.8404656733
-1171420.84842,42153121.7859,7039.40461064,-3073.13437309,-84.8233584408,-2.84065295249
-1186786.44212,42152694.8683,7025.20087847,-3073.10303536,-85.9436811635,-2.84083985415
-1202151.8781,42152262.3491,7010.99621273,-3073.07128925,-87.0639922354,-2.84102637825
-1217517.15433,42151824.2284,6996.79061531,-3073.03913478,-88.1842915075,-2.84121252479
-1232882.26876,42151380.5062,6982.58408811,-3073.00657194,-89.3045788311,-2.84139829372
-1248247.21937,42150931.1826,6968.376633,-3072.97360075,-90.4248540573,-2.84158368502
-1263612.00409,42150476.2577,6954.16825189,-3072.9402212,-91.5451170374,-2.84176869868
-1278976.6209,42150015.7315,6939.95894665,-3072.9064333,-92.6653676225,-2.84195333466
-1294341.06774,42149549.604,6925.74871917,-3072.87223706,-93.7856056638,-2.84213759295
-1309705.34259,42149077.8754,6911.53757135,-3072.83763248,-94.9058310124,-2.84232147351
-1325069.44339,42148600.5458,6897.32550506,-3072.80261956,-96.0260435197,-2.84250497632
-1340433.3681,42148117.615,6883.11252221,-3072.76719831,-97.1462430367,-2.84268810136
-1355797.11469,42147629.0833,6868.89862468,-3072.73136874,-98.2664294146,-2.84287084861
-1371160.68111,42147134.9508,6854.68381436,-3072.69513085,-99.3866025047,-2.84305321803
-1386524.06532,42146635.2173,6840.46809313,-3072.65848464,-100.506762158,-2.84323520962
-1401887.26528,42146129.8832,6826.25146289,-3072.62143012,-101.626908226,-2.84341682333
-1417250.27894,42145618.9483,6812.03392553,-3072.58396729,-102.74704056,-2.84359805915
-1432613.10427,42145102.4128,6797.81548293,-3072.54609616,-103.867159011,-2.84377891706
-1447975.73922,42144580.2767,6783.59613699,-3072.50781674,-104.987263429,-2.84395939703
-1463338.18175,42144052.5402,6769.37588959,-3072.46912903,-106.107353668,-2.84413949903
-1478700.42983,42143519.2032,6755.15474263,-3072.43003303,-107.227429576,-2.84431922305
-1494062.4814,42142980.2659,6740.93269799,-3072.39052876,-108.347491007,-2.84449856905
-1509424.33444,42142435.7283,6726.70975757,-3072.35061621,-109.467537811,-2.84467753702
-1524785.98689,42141885.5905,6712.48592325,-3072.31029539,-110.587569838,-2.84485612694
-1540147.43671,42141329.8526,6698.26119693,-3072.26956631,-111.707586941,-2.84503433877
-1555508.68187,42140768.5147,6684.03558049,-3072.22842897,-112.827588971,-2.84521217249
-1570869.72032,42140201.5768,6669.80907583,-3072.18688339,-113.947575779,-2.84538962809
-1586230.55002,42139629.039,6655.58168484,-3072.14492955,-115.067547215,-2.84556670553
-1601591.16894,42139050.9013,6641.35340941,-3072.10256747,-116.187503133,-2.8457434048
-1616951.57502,42138467.164,6627.12425142,-3072.05979717,-117.307443381,-2.84591972587
-1632311.76623,42137877.8269,6612.89421278,-3072.01661863,-118.427367812,-2.84609566872
-1647671.74052,42137282.8903,6598.66329537,-3071.97303187,-119.547276278,-2.84627123332
-1663031.49586,42136682.3542,6584.43150108,-3071.92903689,-120.667168628,-2.84644641966
-1678391.03021,42136076.2187,6570.1988318,-3071.8846337,-121.787044715,-2.8466212277
-1693750.34152,42135464.4838,6555.96528943,-3071.83982231,-122.90690439,-2.84679565743
-1709109.42775,42134847.1496,6541.73087586,-3071.79460271,-124.026747503,-2.84696970882
-1724468.28687,42134224.2163,6527.49559297,-3071.74897493,-125.146573907,-2.84714338185
-1739826.91682,42133595.6839,6513.25944267,-3071.70293896,-126.266383452,-2.84731667649
-1755185.31558,42132961.5525,6499.02242684,-3071.65649481,-127.38617599,-2.84748959273
-1770543.48109,42132321.8222,6484.78454737,-3071.60964249,-128.505951372,-2.84766213054
-1785901.41132,42131676.493,6470.54580616,-3071.562382,-129.625709449,-2.8478342899
-1801259.10423,42131025.5651,6456.3062051,-3071.51471335,-130.745450072,-2.84800607078
-1816616.55778,42130369.0386,6442.06574609,-3071.46663654,-131.865173094,-2.84817747317
-1831973.76992,42129706.9134,6427.824431,-3071.41815159,-132.984878364,-2.84834849703
-1847330.73861,42129039.1898,6413.58226175,-3071.36925849,-134.104565734,-2.84851914235
-1862687.46182,42128365.8678,6399.33924021,-3071.31995727,-135.224235056,-2.84868940911
-1878043.9375,42127686.9475,6385.09536829,-3071.27024791,-136.34388618,-2.84885929728
-1893400.16362,42127002.429,6370.85064787,-3071.22013043,-137.463518958,-2.84902880684
-1908756.13813,42126312.3123,6356.60508085,-3071.16960484,-138.583133242,-2.84919793777
-1924111.85899,42125616.5977,6342.35866912,-3071.11867114,-139.702728883,-2.84936669004
-1939467.32416,42124915.2851,6328.11141458,-3071.06732935,-140.822305731,-2.84953506363
-1954822.5316,42124208.3746,6313.86331912,-3071.01557945,-141.941863638,-2.84970305853
-1970177.47927,42123495.8665,6299.61438462,-3070.96342148,-143.061402456,-2.84987067471
-1985532.16514,42122777.7606,6285.364613,-3070.91085542,-144.180922035,-2.85003791214
-2000886.58715,42122054.0573,6271.11400613,-3070.85788129,-145.300422227,-2.8502047708
-2016240.74327,42121324.7565,6256.86256592,-3070.8044991,-146.419902884,-2.85037125068
-2031594.63146,42120589.8583,6242.61029426,-3070.75070885,-147.539363856,-2.85053735175
-2046948.24968,42119849.3629,6228.35719304,-3070.69651055,-148.658804995,-2.85070307399
-2062301.59588,42119103.2703,6214.10326415,-3070.6419042,-149.778226152,-2.85086841737
-2077654.66804,42118351.5806,6199.8485095,-3070.58688982,-150.897627178,-2.85103338188
-2093007.4641,42117594.294,6185.59293096,-3070.53146742,-152.017007926,-2.85119796749
-2108359.98203,42116831.4106,6171.33653045,-3070.47563699,-153.136368245,-2.85136217418
-2123712.21979,42116062.9304,6157.07930985,-3070.41939855,-154.255707988,-2.85152600194
-2139064.17534,42115288.8535,6142.82127106,-3070.3627521,-155.375027005,-2.85168945073
-2154415.84663,42114509.1801,6128.56241598,-3070.30569766,-156.494325148,-2.85185252054
-2169767.23163,42113723.9103,6114.30274649,-3070.24823523,-157.613602269,-2.85201521134
-2185118.3283,42112933.0442,6100.0422645,-3070.19036481,-158.732858218,-2.85217752312
-2200469.1346,42112136.5818,6085.78097189,-3070.13208642,-159.852092848,-2.85233945584
-2215819.64849,42111334.5233,6071.51887057,-3070.07340007,-160.971306008,-2.8525010095
-2231169.86792,42110526.8687,6057.25596243,-3070.01430575,-162.090497552,-2.85266218407
-2246519.79087,42109713.6183,6042.99224936,-3069.95480349,-163.209667329,-2.85282297953
-2261869.41528,42108894.7721,6028.72773326,-3069.89489329,-164.328815191,-2.85298339585
-2277218.73912,42108070.3302,6014.46241603,-3069.83457515,-165.44794099,-2.85314343303
-2292567.76035,42107240.2927,6000.19629957,-3069.77384908,-166.567044577,-2.85330309102
-2307916.47693,42106404.6598,5985.92938576,-3069.7127151,-167.686125804,-2.85346236982
-2323264.88682,42105563.4315,5971.6616765,-3069.6511732,-168.805184521,-2.8536212694
-2338612.98798,42104716.608,5957.39317369,-3069.58922341,-169.92422058,-2.85377978975
-2353960.77838,42103864.1894,5943.12387923,-3069.52686573,-171.043233832,-2.85393793083
-2369308.25596,42103006.1757,5928.85379502,-3069.46410016,-172.162224129,-2.85409569263
-2384655.4187,42102142.5671,5914.58292294,-3069.40092671,-173.281191323,-2.85425307514
-2400002.26455,42101273.3638,5900.3112649,-3069.3373454,-174.400135263,-2.85441007832
-2415348.79147,42100398.5658,5886.03882279,-3069.27335623,-175.519055803,-2.85456670216
-2430694.99743,42099518.1733,5871.76559851,-3069.2089592,-176.637952792,-2.85472294664
-2446040.88038,42098632.1863,5857.49159396,-3069.14415434,-177.756826084,-2.85487881173
-2461386.43829,42097740.6051,5843.21681102,-3069.07894165,-178.875675528,-2.85503429742
-2476731.66912,42096843.4296,5828.94125161,-3069.01332113,-179.994500976,-2.85518940369
-2492076.57083,42095940.6601,5814.66491762,-3068.9472928,-181.113302281,-2.85534413051
-2507421.14137,42095032.2966,5800.38781094,-3068.88085666,-182.232079292,-2.85549847786
-2522765.37871,42094118.3394,5786.10993347,-3068.81401273,-183.350831862,-2.85565244573
-2538109.28082,42093198.7884,5771.83128712,-3068.746761,-184.469559841,-2.85580603409
-2553452.84564,42092273.6438,5757.55187377,-3068.6791015,-185.588263082,-2.85595924293
-2568796.07115,42091342.9058,5743.27169532,-3068.61103423,-186.706941436,-2.85611207222
-2584138.95531,42090406.5744,5728.99075368,-3068.5425592,-187.825594754,-2.85626452194
-2599481.49606,42089464.6499,5714.70905073,-3068.47367642,-188.944222887,-2.85641659208
-2614823.69139,42088517.1322,5700.42658839,-3068.4043859,-190.062825687,-2.85656828261
-2630165.53924,42087564.0217,5686.14336854,-3068.33468764,-191.181403006,-2.85671959352
-2645507.03759,42086605.3183,5671.85939308,-3068.26458166,-192.299954694,-2.85687052477
-2660848.18438,42085641.0222,5657.57466392,-3068.19406797,-193.418480603,-2.85702107636
-2676188.97759,42084671.1335,5643.28918295,-3068.12314658,-194.536980585,-2.85717124827
-2691529.41517,42083695.6524,5629.00295207,-3068.05181749,-195.655454491,-2.85732104046
-2706869.49508,42082714.579,5614.71597318,-3067.98008071,-196.773902172,-2.85747045293
-2722209.21529,42081727.9134,5600.42824818,-3067.90793626,-197.89232348,-2.85761948566
-2737548.57377,42080735.6558,5586.13977896,-3067.83538415,-199.010718267,-2.85776813862
-2752887.56846,42079737.8063,5571.85056742,-3067.76242438,-200.129086383,-2.8579164118
-2768226.19733,42078734.365,5557.56061547,-3067.68905697,-201.247427681,-2.85806430517
-2783564.45835,42077725.332,5543.26992501,-3067.61528192,-202.365742011,-2.85821181871
-2798902.34947,42076710.7076,5528.97849792,-3067.54109924,-203.484029225,-2.85835895242
-2814239.86866,42075690.4918,5514.68633611,-3067.46650895,-204.602289175,-2.85850570626
-2829577.01388,42074664.6848,5500.39344149,-3067.39151105,-205.720521712,-2.85865208022
-2844913.78309,42073633.2866,5486.09981595,-3067.31610556,-206.838726687,-2.85879807427
-2860250.17426,42072596.2975,5471.80546138,-3067.24029248,-207.956903952,-2.85894368841
-2875586.18534,42071553.7176,5457.51037969,-3067.16407183,-209.075053359,-2.85908892261
-2890921.8143,42070505.5471,5443.21457279,-3067.08744361,-210.193174759,-2.85923377684
-2906257.05909,42069451.7859,5428.91804256,-3067.01040784,-211.311268003,-2.8593782511
-2921591.91769,42068392.4344,5414.62079091,-3066.93296453,-212.429332943,-2.85952234537
-2936926.38806,42067327.4927,5400.32281974,-3066.85511368,-213.54736943,-2.85966605961
-2952260.46815,42066256.9608,5386.02413095,-3066.7768553,-214.665377316,-2.85980939382
-2967594.15593,42065180.8389,5371.72472643,-3066.69818942,-215.783356452,-2.85995234798
-2982927.44937,42064099.1273,5357.4246081,-3066.61911603,-216.901306691,-2.86009492207
-2998260.34642,42063011.8259,5343.12377785,-3066.53963516,-218.019227882,-2.86023711606
